CustomerID,Recency,Frequency,Monetary,Cluster
C101612,852,1,378.75,0
C101618,394,1,9602.72,2
C101624,455,1,7502.0,1
C101633,1000,1,1200.32,0
C101652,789,1,573.44,0
C101654,579,1,35.84,3
C101656,362,1,7502.0,1
C101657,424,1,143.36,1
C101662,696,1,9450.0,2
C101663,516,1,35.84,3
C101667,447,1,26250.0,2
C101673,786,1,896.0,0
C101691,640,1,365.94,3
C101694,1027,1,300.08,0
C101695,970,1,7502.0,0
C101697,215,1,1200.32,1
C101725,817,1,40.66,0
C101742,882,1,83.68,0
C101743,1029,1,83.68,0
C101746,1059,1,7502.0,0
C101768,1064,1,143.36,0
C101775,915,1,7502.0,0
C101779,789,1,130.75,0
C101791,574,1,15004.25,2
C101806,731,1,4801.28,3
C101810,365,1,11.73,1
C101818,632,1,2700.7200000000003,3
C101820,62,1,7502.0,1
C101824,1026,1,300.08,0
C101845,670,1,20.92,3
C101863,122,1,2400.68,1
C101866,1062,1,300.08,0
C101875,877,1,5.23,0
C101882,482,1,20.92,3
C101883,519,1,896.0,3
C101885,601,1,130.75,3
C101893,458,1,365.94,1
C101897,818,1,4801.28,0
C101898,782,1,143.36,0
C101904,997,1,20.92,0
C101917,812,1,365.94,0
C101919,1002,1,2400.68,0
C101921,448,1,7502.0,1
C101957,1025,1,896.0,0
C101961,185,1,322.56,1
C101991,758,1,7502.0,3
C102001,975,1,40.66,0
C102006,1031,1,143.36,0
C102007,540,1,365.94,3
C102008,520,1,2700.7200000000003,3
C102015,698,1,1200.32,3
C102021,32,1,1016.5,1
C102024,605,1,242.4,3
C102029,880,1,40.66,0
C102030,428,1,11.73,1
C102033,1058,1,378.75,0
C102043,245,1,4801.28,1
C102060,550,1,4801.28,3
C102061,1057,1,130.75,0
C102062,854,1,293.25,0
C102069,389,1,143.36,1
C102084,62,1,2400.68,1
C102106,876,1,4801.28,0
C102108,1007,1,46.92,0
C102127,631,1,5.23,3
C102134,578,1,46.92,3
C102136,660,1,4801.28,3
C102137,729,1,83.68,3
C102139,728,1,896.0,3
C102156,364,1,378.75,1
C102158,519,1,4200.0,3
C102168,448,1,15004.25,2
C102176,669,1,2700.7200000000003,3
C102200,634,1,47.07,3
C102212,517,1,4200.0,3
C102213,360,1,322.56,1
C102217,969,1,60.6,0
C102224,546,1,105.57,3
C102226,93,1,15.15,1
C102230,417,1,5.23,1
C102238,668,1,4801.28,3
C102247,511,1,2700.7200000000003,3
C102249,846,1,4801.28,0
C102266,875,1,4801.28,0
C102271,604,1,60.6,3
C102275,519,1,300.08,3
C102280,425,1,105.57,1
C102282,874,1,2700.7200000000003,0
C102293,762,1,7502.0,3
C102313,813,1,162.64,0
C102318,485,1,11.73,3
C102319,851,1,5401.53,0
C102324,489,1,11.73,3
C102327,609,1,162.64,3
C102328,1028,1,162.64,0
C102341,999,1,4801.28,0
C102342,214,1,1200.32,1
C102359,452,1,322.56,1
C102369,1006,1,4801.28,0
C102371,1059,1,15004.25,2
C102372,488,1,365.94,3
C102383,518,1,365.94,3
C102398,486,1,300.08,3
C102404,976,1,130.75,0
C102406,457,1,322.56,1
C102408,631,1,1200.32,3
C102425,484,1,600.17,3
C102429,454,1,40.66,1
C102433,914,1,600.17,0
C102455,904,1,143.36,0
C102456,753,1,35.84,3
C102468,968,1,7502.0,0
C102488,335,1,300.08,1
C102492,455,1,2700.7200000000003,1
C102529,1058,1,40.66,0
C102540,1031,1,7502.0,0
C102542,1059,1,1016.5,0
C102543,357,1,4801.28,1
C102547,632,1,2700.7200000000003,3
C102559,669,1,130.75,3
C102567,728,1,300.08,3
C102575,390,1,1016.5,1
C102596,904,1,1016.5,0
C102619,884,1,4801.28,0
C102623,362,1,1200.32,1
C102641,782,1,47.07,0
C102647,812,1,2700.7200000000003,0
C102652,907,1,15.15,0
C102656,693,1,15.15,3
C102665,452,1,2400.68,1
C102672,393,1,105.57,1
C102678,396,1,2700.7200000000003,1
C102683,604,1,7502.0,3
C102684,1002,1,650.56,0
C102690,690,1,20.92,3
C102693,546,1,1016.5,3
C102696,276,1,46.92,1
C102697,1034,1,2700.7200000000003,0
C102707,881,1,4801.28,0
C102715,813,1,9602.72,2
C102733,940,1,365.94,0
C102761,488,1,1200.32,3
C102764,482,1,378.75,3
C102778,457,1,9602.72,2
C102783,732,1,2700.7200000000003,3
C102785,633,1,136.35000000000002,3
C102799,457,1,4801.28,1
C102829,756,1,4801.28,3
C102846,817,1,162.64,0
C102860,603,1,7502.0,3
C102866,397,1,35.84,1
C102871,610,1,2400.68,3
C102873,32,1,650.56,1
C102876,388,1,20.92,1
C102878,390,1,130.75,1
C102885,792,1,1016.5,0
C102891,757,1,1200.32,3
C102905,907,1,1200.32,0
C102909,850,1,130.75,0
C102913,969,1,4801.28,0
C102923,362,1,1200.32,1
C102927,815,1,650.56,0
C102931,214,1,4801.28,1
C102947,548,1,162.64,3
C102957,572,1,5.23,3
C102966,1066,1,143.36,0
C102967,875,1,2400.68,0
C102970,1032,1,35.84,0
C102978,1034,1,2700.7200000000003,0
C102989,547,1,130.75,3
C102995,418,1,5.23,1
C102996,723,1,187.68,3
C103006,603,1,136.35000000000002,3
C103011,363,1,16800.0,2
C103014,155,1,4801.28,1
C103027,942,1,35.84,0
C103029,420,1,1200.32,1
C103043,489,1,242.4,3
C103065,761,1,1200.32,3
C103073,519,1,600.17,3
C103090,1,1,4801.28,1
C103093,907,1,9602.72,2
C103108,2,1,2700.7200000000003,1
C103114,358,1,896.0,1
C103138,878,1,4801.28,0
C103153,1060,1,143.36,0
C103156,637,1,162.64,3
C103164,752,1,650.56,3
C103167,422,1,300.08,1
C103169,813,1,20.92,0
C103174,183,1,4801.28,1
C103178,915,1,5401.53,0
C103180,1031,1,1200.32,0
C103182,420,1,300.08,1
C103186,387,1,1200.32,1
C103194,883,1,2700.7200000000003,0
C103210,636,1,600.17,3
C103218,634,1,600.17,3
C103220,822,1,2400.68,0
C103226,883,1,896.0,0
C103229,336,1,7502.0,1
C103234,968,1,40.66,0
C103242,509,1,15.15,3
C103245,817,1,16800.0,2
C103251,31,1,35.84,1
C103268,725,1,1016.5,3
C103276,975,1,5401.53,0
C103279,604,1,162.64,3
C103298,480,1,187.68,3
C103301,946,1,650.56,0
C103315,911,1,365.94,0
C103324,726,1,573.44,3
C103328,124,1,15004.25,2
C103331,669,1,4801.28,3
C103354,851,1,1200.32,0
C103356,1062,1,1200.32,0
C103359,611,1,60.6,3
C103361,885,1,300.08,0
C103394,425,1,162.64,1
C103423,760,1,4801.28,3
C103424,358,1,896.0,1
C103431,641,1,20.92,3
C103446,1028,1,9602.72,2
C103459,721,1,4801.28,3
C103461,815,1,162.64,0
C103471,1026,1,650.56,0
C103478,729,1,46.92,3
C103484,357,1,15004.25,2
C103492,428,1,15.15,1
C103503,388,1,35.84,1
C103515,939,1,242.4,0
C103521,543,1,143.36,3
C103535,639,1,300.08,3
C103536,753,1,5.23,3
C103540,879,1,130.75,0
C103541,423,1,5401.53,1
C103543,945,1,2400.68,0
C103546,184,1,2700.7200000000003,1
C103558,697,1,187.68,3
C103576,783,1,35.84,0
C103577,519,1,1200.32,3
C103578,484,1,2400.68,3
C103583,1061,1,4801.28,0
C103587,726,1,2700.7200000000003,3
C103592,486,1,365.94,3
C103594,544,1,896.0,3
C103598,2,1,2400.68,1
C103609,634,1,2400.68,3
C103616,937,1,4801.28,0
C103621,605,1,9450.0,2
C103632,336,1,293.25,1
C103647,246,1,7502.0,1
C103650,636,1,20.92,3
C103653,388,1,5401.53,1
C103691,690,1,1200.32,3
C103700,386,1,20.92,1
C103715,943,1,573.44,0
C103717,449,1,4801.28,1
C103726,579,1,83.68,3
C103744,691,1,365.94,3
C103755,1031,1,365.94,0
C103763,607,1,7502.0,3
C103768,854,1,2700.7200000000003,0
C103772,387,1,4801.28,1
C103780,663,1,9602.72,2
C103788,906,1,1200.32,0
C103792,751,1,5.23,3
C103795,571,1,83.68,3
C103802,1063,1,4801.28,0
C103815,486,1,1200.32,3
C103820,489,1,162.64,3
C103821,941,1,2700.7200000000003,0
C103837,1031,1,40.66,0
C103845,939,1,40.66,0
C103852,600,1,650.56,3
C103864,881,1,162.64,0
C103869,996,1,9602.72,2
C103871,548,1,1200.32,3
C103875,878,1,40.66,0
C103886,367,1,7502.0,1
C103887,123,1,365.94,1
C103888,633,1,4801.28,3
C103896,785,1,4801.28,0
C103899,394,1,300.08,1
C103903,1024,1,650.56,0
C103913,635,1,1016.5,3
C103917,154,1,15004.25,2
C103933,63,1,9450.0,1
C103939,785,1,300.08,0
C103949,481,1,2700.7200000000003,3
C103951,570,1,130.75,3
C103959,422,1,2700.7200000000003,1
C103964,485,1,7502.0,1
C103969,975,1,4801.28,0
C103976,724,1,378.75,3
C103977,1026,1,47.07,0
C103982,570,1,2700.7200000000003,3
C103985,548,1,9602.72,2
C103996,660,1,1016.5,3
C104008,1024,1,9602.72,2
C104013,305,1,187.68,1
C104014,633,1,2700.7200000000003,3
C104022,356,1,300.08,1
C104031,453,1,4801.28,1
C104048,1031,1,1200.32,0
C104052,784,1,300.08,0
C104057,579,1,47.07,3
C104063,908,1,2700.7200000000003,0
C104072,637,1,300.08,3
C104078,723,1,600.17,3
C104081,693,1,7502.0,3
C104088,966,1,300.08,0
C104093,880,1,83.68,0
C104097,753,1,322.56,3
C104101,731,1,5.23,3
C104103,1032,1,322.56,0
C104111,1003,1,7502.0,0
C104114,820,1,5401.53,0
C104117,762,1,105.57,3
C104118,602,1,4801.28,3
C104129,725,1,4801.28,3
C104139,1055,1,1016.5,0
C104144,457,1,47.07,1
C104153,549,1,5.23,3
C104174,943,1,16800.0,2
C104190,852,1,1016.5,0
C104200,725,1,4801.28,3
C104204,425,1,83.68,1
C104209,487,1,2700.7200000000003,3
C104211,816,1,5401.53,0
C104212,387,1,1050.0,1
C104226,722,1,573.44,3
C104263,366,1,322.56,1
C104268,244,1,300.08,1
C104271,601,1,1050.0,3
C104285,945,1,896.0,0
C104286,791,1,83.68,0
C104294,907,1,1200.32,0
C104300,883,1,2700.7200000000003,0
C104314,417,1,365.94,1
C104317,154,1,4801.28,1
C104318,574,1,105.57,3
C104319,785,1,162.64,0
C104325,975,1,7502.0,0
C104339,786,1,46.92,0
C104349,697,1,5.23,3
C104363,92,1,293.25,1
C104367,695,1,40.66,3
C104371,725,1,896.0,3
C104373,580,1,40.66,3
C104381,422,1,2700.7200000000003,1
C104382,945,1,2700.7200000000003,0
C104391,973,1,1016.5,0
C104393,1006,1,300.08,0
C104400,880,1,162.64,0
C104407,154,1,4200.0,1
C104418,631,1,130.75,3
C104426,790,1,2700.7200000000003,0
C104431,1004,1,2700.7200000000003,0
C104433,335,1,187.68,1
C104436,428,1,650.56,1
C104437,756,1,1200.32,3
C104453,639,1,15004.25,2
C104466,818,1,365.94,0
C104473,693,1,896.0,3
C104478,728,1,4801.28,3
C104484,483,1,7502.0,1
C104488,814,1,7502.0,0
C104492,756,1,162.64,3
C104495,393,1,300.08,1
C104509,940,1,11.73,0
C104514,791,1,2700.7200000000003,0
C104528,935,1,187.68,0
C104532,695,1,47.07,3
C104538,904,1,1200.32,0
C104556,1001,1,7502.0,0
C104573,1060,1,650.56,0
C104577,822,1,187.68,0
C104578,275,1,1200.32,1
C104579,517,1,7502.0,3
C104584,697,1,322.56,3
C104592,305,1,600.17,1
C104593,391,1,5.23,1
C104596,427,1,4801.28,1
C104601,700,1,2700.7200000000003,3
C104612,453,1,4801.28,1
C104616,93,1,143.36,1
C104626,999,1,2400.68,0
C104627,577,1,83.68,3
C104644,388,1,15004.25,2
C104659,603,1,5401.53,3
C104669,754,1,46.92,3
C104670,634,1,2700.7200000000003,3
C104673,482,1,16800.0,2
C104689,548,1,242.4,3
C104690,365,1,2700.7200000000003,1
C104696,1005,1,20.92,0
C104698,453,1,47.07,1
C104712,392,1,4801.28,1
C104730,690,1,46.92,3
C104738,550,1,5.23,3
C104739,1058,1,650.56,0
C104740,640,1,16800.0,2
C104744,822,1,322.56,0
C104758,885,1,896.0,0
C104760,550,1,300.08,3
C104778,664,1,2700.7200000000003,3
C104785,548,1,9602.72,2
C104787,935,1,1200.32,0
C104796,791,1,40.66,0
C104804,1005,1,1200.32,0
C104816,388,1,7502.0,1
C104818,1060,1,7502.0,0
C104821,752,1,7502.0,3
C104824,516,1,162.64,3
C104831,935,1,40.66,0
C104837,358,1,15004.25,2
C104848,420,1,60.6,1
C104852,153,1,1016.5,1
C104884,874,1,896.0,0
C104897,1035,1,896.0,0
C104903,540,1,896.0,3
C104905,275,1,5.23,1
C104925,973,1,2400.68,0
C104933,458,1,300.08,1
C104957,1056,1,300.08,0
C104958,877,1,136.35000000000002,0
C104961,910,1,2400.68,0
C104964,357,1,1200.32,1
C104976,358,1,7502.0,1
C104980,910,1,47.07,0
C104985,817,1,300.08,0
C104989,572,1,4801.28,3
C104997,395,1,130.75,1
C105006,607,1,4801.28,3
C105015,458,1,1016.5,1
C105019,697,1,2700.7200000000003,3
C105021,819,1,2700.7200000000003,0
C105025,996,1,162.64,0
C105041,790,1,15004.25,2
C105077,570,1,1200.32,3
C105085,395,1,365.94,1
C105101,63,1,7502.0,1
C105107,635,1,2700.7200000000003,3
C105110,659,1,600.17,3
C105111,577,1,143.36,3
C105116,691,1,40.66,3
C105126,786,1,187.68,0
C105128,914,1,300.08,0
C105132,816,1,4801.28,0
C105149,277,1,4801.28,1
C105150,913,1,4801.28,0
C105157,792,1,7502.0,0
C105164,814,1,2700.7200000000003,0
C105168,394,1,47.07,1
C105182,396,1,300.08,1
C105183,722,1,47.07,3
C105191,907,1,1200.32,0
C105201,844,1,1200.32,0
C105213,996,1,300.08,0
C105218,1027,1,2400.68,0
C105220,32,1,7502.0,1
C105238,691,1,46.92,3
C105244,638,1,2700.7200000000003,3
C105269,783,1,1200.32,0
C105277,1025,1,4801.28,0
C105280,876,1,7502.0,0
C105298,906,1,5.23,0
C105304,659,1,187.68,3
C105309,576,1,7502.0,3
C105312,945,1,15004.25,2
C105314,1058,1,46.92,0
C105324,722,1,1200.32,3
C105332,1007,1,4801.28,0
C105334,996,1,896.0,0
C105350,998,1,2400.68,0
C105352,1056,1,293.25,0
C105366,721,1,7502.0,3
C105403,815,1,4801.28,0
C105405,124,1,365.94,1
C105429,969,1,5.23,0
C105433,244,1,5401.53,1
C105444,1032,1,573.44,0
C105445,943,1,2700.7200000000003,0
C105463,976,1,2700.7200000000003,0
C105471,882,1,15004.25,2
C105480,911,1,300.08,0
C105491,1003,1,162.64,0
C105496,752,1,4801.28,3
C105504,480,1,187.68,3
C105524,814,1,130.75,0
C105529,1,1,187.68,1
C105548,880,1,9602.72,2
C105550,792,1,2700.7200000000003,0
C105553,639,1,4801.28,3
C105559,943,1,15004.25,2
C105577,577,1,573.44,3
C105581,1063,1,4801.28,0
C105583,428,1,47.07,1
C105607,62,1,1200.32,1
C105613,418,1,15004.25,2
C105622,1007,1,650.56,0
C105625,1026,1,896.0,0
C105648,965,1,1200.32,0
C105660,448,1,7502.0,1
C105662,427,1,7502.0,1
C105668,943,1,105.57,0
C105673,641,1,293.25,3
C105677,546,1,896.0,3
C105696,391,1,322.56,1
C105704,915,1,4801.28,0
C105712,815,1,60.6,0
C105725,1056,1,650.56,0
C105733,63,1,1016.5,1
C105743,633,1,600.17,3
C105748,356,1,2700.7200000000003,1
C105750,911,1,365.94,0
C105756,365,1,1016.5,1
C105766,510,1,47.07,3
C105769,1066,1,300.08,0
C105778,366,1,83.68,1
C105788,391,1,573.44,1
C105792,520,1,35.84,3
C105796,633,1,573.44,3
C105800,787,1,365.94,0
C105802,730,1,130.75,3
C105807,277,1,322.56,1
C105812,334,1,1200.32,1
C105814,366,1,300.08,1
C105826,335,1,4801.28,1
C105833,360,1,40.66,1
C105838,275,1,130.75,1
C105842,519,1,896.0,3
C105847,1,1,1200.32,1
C105860,759,1,2400.68,3
C105907,548,1,162.64,3
C105910,1058,1,1016.5,0
C105920,1062,1,4801.28,0
C105929,386,1,130.75,1
C105941,670,1,162.64,3
C105949,882,1,2700.7200000000003,0
C105951,604,1,896.0,3
C105955,360,1,650.56,1
C105969,545,1,573.44,3
C105982,510,1,2700.7200000000003,3
C105983,244,1,896.0,1
C106003,1060,1,5.23,0
C106004,428,1,573.44,1
C106017,573,1,5.23,3
C106021,479,1,650.56,3
C106026,721,1,2700.7200000000003,3
C106027,659,1,650.56,3
C106029,365,1,5401.53,1
C106051,996,1,1016.5,0
C106052,62,1,7502.0,1
C106056,542,1,600.17,3
C106062,183,1,300.08,1
C106065,363,1,7502.0,1
C106066,540,1,130.75,3
C106079,821,1,1016.5,0
C106080,458,1,35.84,1
C106081,971,1,35.84,0
C106086,751,1,35.84,3
C106108,580,1,130.75,3
C106114,1006,1,26250.0,2
C106123,844,1,2400.68,0
C106124,884,1,15.15,0
C106130,183,1,7502.0,1
C106137,610,1,300.08,3
C106143,574,1,1200.32,3
C106148,634,1,2700.7200000000003,3
C106150,789,1,365.94,0
C106174,751,1,1200.32,3
C106178,1007,1,9450.0,2
C106179,1002,1,40.66,0
C106181,580,1,365.94,3
C106188,1030,1,1016.5,0
C106207,786,1,20.92,0
C106218,605,1,378.75,3
C106220,937,1,2700.7200000000003,0
C106221,843,1,1200.32,0
C106225,546,1,130.75,3
C106229,489,1,60.6,3
C106291,786,1,11.73,0
C106310,972,1,16800.0,2
C106313,793,1,40.66,0
C106314,635,1,2700.7200000000003,3
C106321,815,1,9602.72,2
C106327,542,1,1200.32,3
C106328,967,1,15.15,0
C106333,365,1,2700.7200000000003,1
C106337,304,1,5.23,1
C106340,879,1,365.94,0
C106353,757,1,46.92,3
C106355,1006,1,47.07,0
C106356,1056,1,2700.7200000000003,0
C106358,485,1,650.56,3
C106359,785,1,136.35000000000002,0
C106376,517,1,1200.32,3
C106377,905,1,35.84,0
C106383,642,1,5.23,3
C106387,974,1,1050.0,0
C106392,908,1,896.0,0
C106397,843,1,322.56,0
C106399,489,1,300.08,3
C106400,730,1,2700.7200000000003,3
C106404,509,1,26250.0,2
C106407,547,1,1200.32,3
C106441,1032,1,896.0,0
C106444,1064,1,322.56,0
C106453,722,1,40.66,3
C106455,907,1,1200.32,0
C106483,729,1,9602.72,2
C106485,515,1,300.08,3
C106496,668,1,2700.7200000000003,3
C106498,580,1,300.08,3
C106500,753,1,5.23,3
C106518,122,1,16800.0,2
C106528,877,1,293.25,0
C106535,638,1,365.94,3
C106546,122,1,4801.28,1
C106552,244,1,7502.0,1
C106556,914,1,11.73,0
C106566,1066,1,2700.7200000000003,0
C106567,636,1,130.75,3
C106570,449,1,162.64,1
C106571,610,1,300.08,3
C106573,721,1,9450.0,2
C106583,396,1,896.0,1
C106601,965,1,7502.0,0
C106606,364,1,1016.5,1
C106608,1006,1,47.07,0
C106638,940,1,20.92,0
C106640,663,1,40.66,3
C106643,365,1,15004.25,2
C106644,305,1,5.23,1
C106657,1055,1,1200.32,0
C106670,695,1,7502.0,3
C106679,389,1,573.44,1
C106684,571,1,2700.7200000000003,3
C106686,1,1,9602.72,1
C106692,667,1,40.66,3
C106694,600,1,143.36,3
C106697,759,1,2700.7200000000003,3
C106698,792,1,162.64,0
C106702,751,1,378.75,3
C106723,997,1,9602.72,2
C106724,945,1,5401.53,0
C106727,418,1,2700.7200000000003,1
C106728,972,1,143.36,0
C106738,905,1,650.56,0
C106742,479,1,650.56,3
C106747,758,1,650.56,3
C106755,603,1,365.94,3
C106757,515,1,83.68,3
C106760,758,1,573.44,3
C106762,155,1,9602.72,1
C106771,452,1,4801.28,1
C106784,246,1,143.36,1
C106816,365,1,300.08,1
C106817,946,1,130.75,0
C106819,581,1,300.08,3
C106828,427,1,7502.0,1
C106829,695,1,365.94,3
C106831,550,1,47.07,3
C106834,31,1,7502.0,1
C106836,391,1,26250.0,2
C106843,850,1,83.68,0
C106844,426,1,7502.0,1
C106858,1063,1,5.23,0
C106861,607,1,322.56,3
C106869,428,1,2700.7200000000003,1
C106870,1063,1,40.66,0
C106874,422,1,7502.0,1
C106885,789,1,1200.32,0
C106887,820,1,2700.7200000000003,0
C106890,602,1,162.64,3
C106893,363,1,293.25,1
C106906,425,1,573.44,1
C106914,877,1,896.0,0
C106935,632,1,162.64,3
C106955,450,1,7502.0,1
C106962,819,1,378.75,0
C106963,397,1,20.92,1
C106974,428,1,7502.0,1
C106989,450,1,300.08,1
C107023,1065,1,5.23,0
C107031,605,1,2700.7200000000003,3
C107037,1061,1,650.56,0
C107060,397,1,1016.5,1
C107065,603,1,15004.25,2
C107073,726,1,5401.53,3
C107098,1000,1,573.44,0
C107106,641,1,378.75,3
C107134,1003,1,1200.32,0
C107163,1064,1,5.23,0
C107166,360,1,4801.28,1
C107176,489,1,4801.28,3
C107185,728,1,300.08,3
C107187,422,1,7502.0,1
C107209,215,1,5.23,1
C107210,966,1,4801.28,0
C107220,603,1,378.75,3
C107221,818,1,365.94,0
C107222,756,1,136.35000000000002,3
C107223,1006,1,1200.32,0
C107227,361,1,7502.0,1
C107235,123,1,162.64,1
C107245,997,1,20.92,0
C107268,389,1,322.56,1
C107281,447,1,162.64,1
C107289,216,1,35.84,1
C107293,787,1,2700.7200000000003,0
C107305,813,1,4801.28,0
C107314,423,1,322.56,1
C107320,1007,1,5401.53,0
C107332,723,1,4801.28,3
C107341,1025,1,322.56,0
C107358,154,1,187.68,1
C107378,573,1,9602.72,2
C107390,642,1,1200.32,3
C107395,938,1,130.75,0
C107398,357,1,5.23,1
C107400,92,1,46.92,1
C107418,968,1,365.94,0
C107425,976,1,896.0,0
C107453,393,1,300.08,1
C107466,515,1,7502.0,3
C107467,1066,1,1016.5,0
